jed 3.4503729629767533E-4
jem 1.4893696243065122E-5
jen 2.1595859552444427E-4
jet 2.6063968425363965E-4
wüß 1.2411413535887602E-5
Feb 4.964565414355041E-6
Faß 7.446848121532561E-6
fäd 2.4822827071775203E-6
Fed 2.9787392486130244E-5
Fee 4.964565414355041E-6
fäc 2.4822827071775203E-6
Feh 7.446848121532561E-6
fäh 4.9645654143550406E-5
Fei 2.2340544364597683E-5
fäl 4.4681088729195366E-5
Fel 5.709250226508297E-5
Fen 1.0673815640863338E-4
Fer 6.702163309379306E-5
fän 1.7375978950242642E-5
Fet 2.4822827071775203E-6
Fes 3.7234240607662805E-5
fär 1.4893696243065122E-5
Feu 3.2269675193307764E-5
jac 1.4893696243065122E-5
eüb 4.964565414355041E-6
Tän 2.4822827071775203E-6
jau 1.2411413535887602E-5
jar 2.4822827071775203E-6
Täf 2.4822827071775203E-6
jam 4.964565414355041E-6
jah 1.2411413535887602E-5
jag 3.7234240607662805E-5
jai 7.446848121532561E-6
Tät 2.4822827071775203E-6
Täu 2.4822827071775203E-6
Täs 9.929130828710081E-6
l ä 4.964565414355041E-6
l ü 1.2411413535887602E-5
Bäl 2.4822827071775203E-6
Bän 9.929130828710081E-6
l ö 2.4822827071775203E-6
Bäc 7.446848121532561E-6
je  2.9787392486130244E-5
Bäu 2.4822827071775203E-5
Bär 2.4822827071775203E-6
Bäs 1.4893696243065122E-5
Fin 6.453935038661553E-5
Fir 1.9858261657420162E-5
Fic 9.929130828710081E-6
Fie 1.4893696243065122E-5
Fig 2.4822827071775203E-6
Fis 2.4822827071775203E-6
Fit 2.4822827071775203E-6
Ext 2.4822827071775203E-6
Süß 9.929130828710081E-6
joh 2.4822827071775203E-6
Sün 4.964565414355041E-6
Süm 2.4822827071775203E-6
Süp 2.4822827071775203E-6
Xav 4.964565414355041E-6
Süd 3.7234240607662805E-5
Fau 1.4893696243065122E-5
jo  1.2411413535887602E-5
Fas 2.9787392486130244E-5
Fam 1.4893696243065122E-5
Fan 1.4893696243065122E-5
Fak 2.4822827071775203E-6
Fal 4.2198806022017845E-5
Far 2.7305109778952723E-5
Fac 9.929130828710081E-6
Fah 6.950391580097057E-5
Fab 2.4822827071775203E-6
